user_id,category,total_tweets,relevant_tweets,interest_percent,suggested
899709559,WOMEN,179,9,5.02793,no
483429828,WOMEN,100,17,17,yes
2147483647,OLD,94,1,1.06383,no
2147483647,OLD,59,4,6.77966,no
2147483647,OLD,99,2,2.0202,no
2147483647,WOMEN,98,11,11.2245,yes
1355174486,WOMEN,55,8,14.5455,yes
363169188,OLD,68,12,17.6471,yes
2147483647,OLD,90,2,2.22222,no
1228259743,animals,99,5,5.05051,no
824532242,animals,98,31,31.6327,yes
2147483647,OLD,100,17,17,yes
2147483647,WOMEN,85,18,21.1765,yes
631298141,OLD,100,10,10,yes
73323025,WOMEN,100,9,9,no
17892671,animals,99,10,10.101,yes
369272858,OLD,100,3,3,no
455690477,OLD,94,5,5.31915,no
2147483647,OLD,14,1,7.14286,no
845052372,WOMEN,92,4,4.34783,no
195363530,HEALTH,96,5,5.20833,no
2147483647,OLD,97,8,8.24742,yes
67003972,HEALTH,89,3,3.37079,no
2147483647,OLD,100,2,2,no
2147483647,OLD,200,14,7,no
2147483647,OLD,98,11,11.2245,yes
2147483647,OLD,99,6,6.06061,no
2147483647,OLD,100,2,2,no
2147483647,OLD,89,7,7.86517,yes
74512590,HEALTH,99,3,3.0303,no
2147483647,OLD,100,5,5,no
2147483647,OLD,99,6,6.06061,no
2147483647,animals,96,16,16.6667,yes
613973952,WOMEN,99,7,7.07071,no
85014876,WOMEN,91,5,5.49451,no
2147483647,animals,93,4,4.30107,no
17624501,WOMEN,98,7,7.14286,no
126463849,WOMEN,76,6,7.89474,no
544693516,OLD,100,4,4,no
2147483647,OLD,84,9,10.7143,yes
2147483647,OLD,96,6,6.25,no
25122827,WOMEN,29,7,24.1379,yes
2147483647,animals,81,5,6.17284,no
2147483647,animals,90,8,8.88889,no
2147483647,WOMEN,78,2,2.5641,no
625234046,WOMEN,87,5,5.74713,no
2147483647,WOMEN,61,6,9.83607,yes
399668739,OLD,95,4,4.21053,no
2147483647,animals,98,14,14.2857,yes
1659329378,HEALTH,100,2,2,no
2147483647,WOMEN,100,3,3,no
2147483647,OLD,100,1,1,no
463371706,animals,100,2,2,no
2147483647,CHILD,67,1,1.49254,no
2147483647,animals,94,19,20.2128,yes
18853731,OLD,38,2,5.26316,no
193455882,OLD,71,7,9.85915,yes
2147483647,OLD,95,3,3.15789,no
118736291,OLD,57,6,10.5263,yes
69818354,OLD,70,4,5.71429,no
30447678,animals,392,45,11.4796,yes
30447678,OLD,392,15,3.82653,no
578379931,animals,194,6,3.09278,no
578379931,WOMEN,194,4,2.06186,no
465328320,animals,56,5,8.92857,no
2147483647,WOMEN,100,10,10,yes
2147483647,CHILD,89,11,12.3596,yes
2147483647,OLD,93,3,3.22581,no
937104326,animals,97,7,7.2165,no
253997031,WOMEN,88,10,11.3636,yes
14304664,WOMEN,64,7,10.9375,yes
107498722,OLD,100,5,5,no
2147483647,animals,41,4,9.7561,yes
2147483647,OLD,79,5,6.32911,no
1684205532,OLD,100,21,21,yes
2147483647,CHILD,39,1,2.5641,no
2147483647,animals,97,9,9.27835,no
39032951,OLD,94,1,1.06383,no
960687805,WOMEN,53,4,7.54717,no
2147483647,WOMEN,100,10,10,yes
1319411148,OLD,15,1,6.66667,no
1102592365,animals,85,2,2.35294,no
2147483647,animals,49,2,4.08163,no
275084935,WOMEN,84,6,7.14286,no
25898142,animals,98,7,7.14286,no
467650240,animals,19,1,5.26316,no
2147483647,OLD,100,7,7,no
2147483647,HEALTH,100,6,6,no
2147483647,OLD,100,2,2,no
2147483647,animals,57,8,14.0351,yes
2147483647,OLD,90,4,4.44444,no
152602420,WOMEN,100,1,1,no
67896667,OLD,96,17,17.7083,yes
1177818500,OLD,65,5,7.69231,no
1030676924,WOMEN,92,10,10.8696,yes
69560992,OLD,96,8,8.33333,yes
463706838,OLD,61,2,3.27869,no
28268784,WOMEN,82,5,6.09756,no
23921960,animals,83,8,9.63855,yes
2147483647,WOMEN,100,9,9,no
174147830,HEALTH,54,4,7.40741,yes
39125067,animals,98,6,6.12245,no
107998331,HEALTH,81,8,9.87654,yes
38365659,OLD,37,2,5.40541,no
262449393,animals,77,7,9.09091,no
2147483647,animals,100,16,16,yes
2147483647,OLD,86,12,13.9535,yes
318422563,CHILD,100,7,7,no
2147483647,animals,100,6,6,no
179197848,animals,36,4,11.1111,yes
609550575,OLD,96,5,5.20833,no
152123482,animals,90,15,16.6667,yes
75470699,OLD,99,13,13.1313,yes
2147483647,animals,100,6,6,no
476485701,WOMEN,79,5,6.32911,no
17022537,WOMEN,99,12,12.1212,yes
784871678,WOMEN,91,6,6.59341,no
2147483647,animals,47,2,4.25532,no
2147483647,WOMEN,85,15,17.6471,yes
21326240,OLD,100,7,7,no
213887146,OLD,81,4,4.93827,no
2147483647,animals,91,5,5.49451,no
613732042,OLD,40,1,2.5,no
750733026,animals,93,9,9.67742,yes
2147483647,WOMEN,33,4,12.1212,yes
93706012,WOMEN,59,3,5.08475,no
19563077,WOMEN,74,9,12.1622,yes
2147483647,OLD,12,2,16.6667,yes
21937441,OLD,88,5,5.68182,no
538410183,OLD,83,2,2.40964,no
2147483647,WOMEN,99,6,6.06061,no
783086281,WOMEN,100,2,2,no
230904805,OLD,100,4,4,no
48266056,OLD,53,3,5.66038,no
240202308,CHILD,81,6,7.40741,no
178395282,OLD,65,1,1.53846,no
572121899,WOMEN,100,9,9,no
223218489,OLD,200,12,6,no
465054275,OLD,91,3,3.2967,no
2147483647,animals,92,10,10.8696,yes
423840360,OLD,96,4,4.16667,no
2147483647,animals,58,5,8.62069,no
2147483647,OLD,100,19,19,yes
2147483647,HEALTH,89,5,5.61798,no
111710999,OLD,100,2,2,no
2147483647,OLD,98,7,7.14286,no
2147483647,WOMEN,72,4,5.55556,no
351233678,OLD,62,8,12.9032,yes
2147483647,WOMEN,76,3,3.94737,no
2147483647,HEALTH,98,4,4.08163,no
444775659,OLD,100,4,4,no
35899731,OLD,84,4,4.7619,no
43250294,animals,16,2,12.5,yes
131231466,WOMEN,94,7,7.44681,no
2147483647,WOMEN,100,4,4,no
1256173482,HEALTH,86,7,8.13953,yes
627124299,animals,89,17,19.1011,yes
495087070,HEALTH,100,5,5,no
115786052,animals,83,1,1.20482,no
15534499,OLD,91,7,7.69231,no
16941360,WOMEN,41,3,7.31707,no
632846510,HEALTH,98,6,6.12245,no
2147483647,OLD,85,4,4.70588,no
73548072,OLD,100,9,9,yes
46191949,OLD,84,8,9.52381,yes
19372413,OLD,100,4,4,no
17888482,OLD,96,7,7.29167,no
1452842384,CHILD,99,8,8.08081,no
2147483647,OLD,100,2,2,no
138582162,OLD,6,1,16.6667,yes
151776131,OLD,81,7,8.64198,yes
59486809,OLD,98,2,2.04082,no
2147483647,OLD,89,9,10.1124,yes
19688276,HEALTH,57,4,7.01754,no
55789936,animals,46,17,36.9565,yes
1433904002,OLD,99,2,2.0202,no
1940004606,OLD,98,6,6.12245,no
250162737,OLD,187,12,6.41711,no
250162737,WOMEN,187,11,5.88235,no
66643970,CHILD,99,3,3.0303,no
759177336,WOMEN,100,30,30,yes
2147483647,WOMEN,99,4,4.0404,no
433825777,WOMEN,93,1,1.07527,no
1506053130,OLD,96,10,10.4167,yes
53550468,OLD,100,5,5,no
2147483647,OLD,92,8,8.69565,yes
375365706,WOMEN,96,6,6.25,no
2147483647,WOMEN,100,7,7,no
2147483647,OLD,100,4,4,no
420353372,animals,31,7,22.5806,yes
2147483647,WOMEN,100,3,3,no
626120889,OLD,81,4,4.93827,no
1051342033,WOMEN,97,11,11.3402,yes
134125081,CHILD,78,7,8.97436,no
2147483647,OLD,78,3,3.84615,no
17728227,OLD,95,8,8.42105,yes
2147483647,OLD,98,2,2.04082,no
552009378,WOMEN,6,1,16.6667,yes
19409022,OLD,70,6,8.57143,yes
2147483647,OLD,94,1,1.06383,no
236112428,OLD,92,2,2.17391,no
73524774,OLD,79,9,11.3924,yes
2147483647,OLD,97,2,2.06186,no
39682418,OLD,81,10,12.3457,yes
2147483647,OLD,100,3,3,no
18154504,WOMEN,99,18,18.1818,yes
831522036,OLD,100,7,7,no
2147483647,OLD,100,5,5,no
2147483647,OLD,71,7,9.85915,yes
237977126,OLD,99,20,20.202,yes
2147483647,OLD,100,1,1,no
2147483647,OLD,37,4,10.8108,yes
48258928,OLD,100,11,11,yes
7433632,animals,83,8,9.63855,yes
239314598,OLD,92,14,15.2174,yes
307723954,OLD,71,3,4.22535,no
2147483647,OLD,77,7,9.09091,yes
160300478,animals,264,27,10.2273,yes
986075156,OLD,36,5,13.8889,yes
2147483647,OLD,200,5,2.5,no
526721509,animals,49,3,6.12245,no
2147483647,WOMEN,90,10,11.1111,yes
53713800,WOMEN,86,10,11.6279,yes
2147483647,animals,298,14,4.69799,no
2147483647,OLD,298,9,3.02013,no
2147483647,WOMEN,298,9,3.02013,no
2147483647,animals,97,8,8.24742,no
96992727,OLD,190,48,25.2632,yes
1574947477,WOMEN,81,7,8.64198,no
2147483647,animals,99,10,10.101,yes
596694153,WOMEN,72,19,26.3889,yes
2147483647,animals,96,16,16.6667,yes
2147483647,OLD,66,3,4.54545,no
19611642,CHILD,100,11,11,yes
1391063053,OLD,43,2,4.65116,no
987993098,OLD,100,10,10,yes
42866952,OLD,98,7,7.14286,no
254761471,HEALTH,100,11,11,yes
2147483647,animals,200,8,4,no
1300296266,HEALTH,98,3,3.06122,no
2147483647,OLD,91,7,7.69231,no
2147483647,OLD,96,3,3.125,no
2147483647,WOMEN,100,3,3,no
1188762403,OLD,22,1,4.54545,no
608788421,OLD,97,12,12.3711,yes
12732972,HEALTH,98,4,4.08163,no
627755765,WOMEN,92,9,9.78261,yes
1498283730,OLD,70,6,8.57143,yes
1561288958,OLD,45,3,6.66667,no
2147483647,OLD,93,6,6.45161,no
2147483647,animals,59,6,10.1695,yes
2147483647,OLD,100,1,1,no
2147483647,OLD,87,2,2.29885,no
2147483647,WOMEN,99,7,7.07071,no
2147483647,OLD,84,3,3.57143,no
614768173,OLD,94,31,32.9787,yes
162680866,HEALTH,99,1,1.0101,no
2147483647,OLD,86,8,9.30233,yes
2147483647,animals,100,13,13,yes
2147483647,OLD,98,2,2.04082,no
2147483647,OLD,100,10,10,yes
352924850,WOMEN,97,37,38.1443,yes
64622856,OLD,85,1,1.17647,no
2147483647,WOMEN,87,6,6.89655,no
370714847,animals,96,15,15.625,yes
33051077,animals,99,6,6.06061,no
232914091,OLD,94,5,5.31915,no
1369957316,OLD,53,4,7.54717,no
22651198,OLD,53,5,9.43396,yes
435932866,WOMEN,82,7,8.53658,no
2147483647,OLD,100,7,7,no
2147483647,OLD,96,6,6.25,no
327720735,OLD,77,4,5.19481,no
2147483647,OLD,98,10,10.2041,yes
2147483647,WOMEN,100,7,7,no
2147483647,OLD,100,4,4,no
2147483647,OLD,190,17,8.94737,yes
2147483647,WOMEN,190,19,10,yes
65779386,HEALTH,95,22,23.1579,yes
2147483647,WOMEN,62,1,1.6129,no
260844054,OLD,100,7,7,no
2147483647,OLD,83,6,7.22892,no
15861135,OLD,97,9,9.27835,yes
2147483647,OLD,99,8,8.08081,yes
2147483647,WOMEN,69,3,4.34783,no
141446300,OLD,51,7,13.7255,yes
2147483647,animals,100,88,88,yes
712939219,HEALTH,96,11,11.4583,yes
2147483647,animals,95,3,3.15789,no
109269283,HEALTH,99,5,5.05051,no
2147483647,OLD,182,15,8.24176,yes
2147483647,WOMEN,182,15,8.24176,no
40764492,WOMEN,85,9,10.5882,yes
2147483647,WOMEN,89,3,3.37079,no
1664655854,WOMEN,98,17,17.3469,yes
2147483647,WOMEN,98,7,7.14286,no
2147483647,OLD,80,5,6.25,no
2147483647,WOMEN,81,1,1.23457,no
397758905,OLD,83,3,3.61446,no
2147483647,HEALTH,99,5,5.05051,no
702999786,WOMEN,99,2,2.0202,no
2147483647,WOMEN,100,5,5,no
1453180627,OLD,100,6,6,no
62097819,WOMEN,82,8,9.7561,yes
2147483647,WOMEN,100,5,5,no
2147483647,animals,374,31,8.28877,no
1409445583,animals,100,7,7,no
2147483647,WOMEN,100,9,9,no
280192329,WOMEN,96,3,3.125,no
318976564,OLD,99,8,8.08081,yes
575698060,OLD,85,5,5.88235,no
615360297,OLD,96,13,13.5417,yes
100730088,WOMEN,91,7,7.69231,no
1684620936,OLD,99,5,5.05051,no
383486561,WOMEN,87,9,10.3448,yes
20955573,OLD,98,7,7.14286,no
465439609,WOMEN,18,1,5.55556,no
2147483647,OLD,100,17,17,yes
2147483647,animals,95,8,8.42105,no
126021687,animals,194,22,11.3402,yes
2147483647,OLD,100,6,6,no
2147483647,CHILD,100,10,10,yes
2147483647,WOMEN,76,25,32.8947,yes
1059817843,animals,100,34,34,yes
2147483647,OLD,95,24,25.2632,yes
2147483647,WOMEN,79,9,11.3924,yes
275736628,HEALTH,100,2,2,no
1900610742,WOMEN,88,1,1.13636,no
2147483647,OLD,100,10,10,yes
385668216,WOMEN,96,3,3.125,no
1286905933,OLD,99,10,10.101,yes
2147483647,animals,87,4,4.5977,no
465583971,WOMEN,100,2,2,no
14861684,OLD,25,2,8,yes
11665362,OLD,39,3,7.69231,no
2147483647,CHILD,90,11,12.2222,yes
2147483647,animals,82,5,6.09756,no
2147483647,OLD,3,1,33.3333,yes
274979330,HEALTH,93,4,4.30107,no
2147483647,WOMEN,99,4,4.0404,no
36713184,WOMEN,100,14,14,yes
2147483647,OLD,88,3,3.40909,no
133405976,WOMEN,95,2,2.10526,no
27770592,OLD,70,4,5.71429,no
1461156414,OLD,100,5,5,no
1411676834,OLD,100,6,6,no
2147483647,WOMEN,100,5,5,no
633221298,OLD,98,13,13.2653,yes
2147483647,WOMEN,99,9,9.09091,no
286210085,OLD,98,4,4.08163,no
2147483647,WOMEN,100,2,2,no
917573994,OLD,95,4,4.21053,no
2147483647,OLD,99,14,14.1414,yes
93289770,OLD,100,4,4,no
490020667,OLD,100,22,22,yes
450282244,OLD,95,12,12.6316,yes
2147483647,WOMEN,61,10,16.3934,yes
2147483647,OLD,100,7,7,no
370210441,OLD,100,2,2,no
190795909,animals,63,6,9.52381,yes
16275858,OLD,86,43,50,yes
2147483647,animals,195,10,5.12821,no
2147483647,WOMEN,195,9,4.61538,no
220791848,WOMEN,100,6,6,no
594425643,OLD,98,14,14.2857,yes
2147483647,animals,61,3,4.91803,no
89147827,WOMEN,65,1,1.53846,no
2147483647,WOMEN,31,1,3.22581,no
28029384,WOMEN,66,11,16.6667,yes
2147483647,animals,98,7,7.14286,no
51123791,OLD,200,2,1,no
2147483647,WOMEN,95,14,14.7368,yes
1039923638,OLD,92,13,14.1304,yes
2147483647,WOMEN,38,6,15.7895,yes
2147483647,WOMEN,93,4,4.30107,no
383685747,OLD,95,8,8.42105,yes
2147483647,animals,96,9,9.375,no
2147483647,WOMEN,56,2,3.57143,no
606523966,CHILD,86,8,9.30233,yes
2147483647,HEALTH,93,5,5.37634,no
303503398,animals,53,9,16.9811,yes
486129307,animals,100,13,13,yes
311920142,animals,100,2,2,no
529700870,OLD,98,13,13.2653,yes
2147483647,animals,78,8,10.2564,yes
308707371,animals,97,24,24.7423,yes
2147483647,animals,100,20,20,yes
2147483647,WOMEN,86,25,29.0698,yes
2147483647,OLD,97,8,8.24742,yes
2147483647,animals,100,4,4,no
17572284,OLD,69,2,2.89855,no
2147483647,WOMEN,100,172,172,yes
2147483647,OLD,81,9,11.1111,yes
46163460,OLD,100,8,8,yes
2147483647,WOMEN,100,8,8,no
71051559,OLD,98,12,12.2449,yes
58496390,OLD,94,1,1.06383,no
2147483647,animals,77,9,11.6883,yes
2147483647,animals,100,7,7,no
2147483647,OLD,93,12,12.9032,yes
2147483647,animals,81,12,14.8148,yes
731982001,OLD,40,4,10,yes
16134203,WOMEN,87,11,12.6437,yes
593813785,HEALTH,100,4,4,no
2147483647,OLD,84,3,3.57143,no
2147483647,animals,100,1,1,no
16148005,WOMEN,92,8,8.69565,no
840741074,WOMEN,52,4,7.69231,no
93181919,animals,100,5,5,no
2147483647,OLD,200,14,7,no
2147483647,WOMEN,200,14,7,no
2147483647,CHILD,75,2,2.66667,no
2147483647,OLD,89,8,8.98876,yes
2147483647,animals,94,8,8.51064,no
2147483647,OLD,90,5,5.55556,no
32921077,animals,72,5,6.94444,no
271137875,animals,92,8,8.69565,no
149021474,WOMEN,94,2,2.12766,no
68320244,OLD,71,8,11.2676,yes
595237708,WOMEN,81,4,4.93827,no
2147483647,WOMEN,100,8,8,no
247439926,WOMEN,74,9,12.1622,yes
2147483647,animals,200,16,8,no
1221827917,OLD,99,9,9.09091,yes
167424702,OLD,47,4,8.51064,yes
521013806,WOMEN,91,3,3.2967,no
241707692,OLD,95,5,5.26316,no
575207363,WOMEN,81,9,11.1111,yes
2147483647,OLD,95,8,8.42105,yes
2147483647,OLD,51,3,5.88235,no
2147483647,WOMEN,99,13,13.1313,yes
1122636367,WOMEN,87,5,5.74713,no
150456612,HEALTH,100,18,18,yes
2147483647,WOMEN,32,4,12.5,yes
545006075,OLD,84,5,5.95238,no
2147483647,OLD,100,17,17,yes
543094486,OLD,93,4,4.30107,no
2147483647,animals,180,28,15.5556,yes
51707362,WOMEN,83,4,4.81928,no
180872280,OLD,70,3,4.28571,no
2147483647,WOMEN,54,4,7.40741,no
2147483647,animals,53,4,7.54717,no
2147483647,HEALTH,100,3,3,no
58613026,animals,182,70,38.4615,yes
2147483647,OLD,92,4,4.34783,no
73104641,OLD,84,43,51.1905,yes
2147483647,animals,99,5,5.05051,no
135278747,animals,95,12,12.6316,yes
2147483647,animals,100,5,5,no
45361846,WOMEN,200,20,10,yes
795177482,OLD,100,3,3,no
79937043,animals,96,3,3.125,no
2147483647,OLD,96,4,4.16667,no
716387490,WOMEN,95,12,12.6316,yes
235297412,OLD,164,10,6.09756,no
424568718,OLD,99,6,6.06061,no
2147483647,OLD,84,7,8.33333,yes
2147483647,OLD,100,14,14,yes
2147483647,animals,85,8,9.41177,no
385071342,animals,90,8,8.88889,no
296535283,OLD,97,3,3.09278,no
1439998621,OLD,100,2,2,no
378425664,WOMEN,84,2,2.38095,no
2147483647,OLD,97,6,6.18557,no
20948750,animals,98,10,10.2041,yes
46919841,animals,95,10,10.5263,yes
1416602466,WOMEN,99,7,7.07071,no
2147483647,WOMEN,91,4,4.3956,no
16268361,OLD,100,5,5,no
2147483647,OLD,32,4,12.5,yes
2147483647,OLD,95,45,47.3684,yes
878459532,WOMEN,99,6,6.06061,no
2147483647,OLD,196,10,5.10204,no
2147483647,OLD,91,7,7.69231,no
2147483647,OLD,93,11,11.828,yes
227132447,HEALTH,88,6,6.81818,no
14784939,OLD,470,40,8.51064,yes
791642534,OLD,372,16,4.30107,no
143355643,WOMEN,65,3,4.61538,no
59747917,WOMEN,80,9,11.25,yes
2147483647,OLD,98,9,9.18367,yes
383948271,WOMEN,99,11,11.1111,yes
2147483647,HEALTH,98,3,3.06122,no
2147483647,OLD,75,8,10.6667,yes
748588237,animals,39,5,12.8205,yes
241374953,HEALTH,100,9,9,yes
1656203113,OLD,100,4,4,no
2147483647,OLD,87,8,9.1954,yes
2147483647,OLD,99,6,6.06061,no
2147483647,WOMEN,100,7,7,no
2147483647,OLD,100,12,12,yes
2147483647,OLD,90,3,3.33333,no
633791801,WOMEN,100,9,9,no
399172572,OLD,49,3,6.12245,no
164660317,OLD,94,8,8.51064,yes
522576721,HEALTH,98,8,8.16327,yes
57706523,WOMEN,80,6,7.5,no
2147483647,OLD,99,1,1.0101,no
31474731,OLD,97,28,28.866,yes
211691871,WOMEN,100,10,10,yes
17407691,WOMEN,94,5,5.31915,no
1863215839,OLD,97,9,9.27835,yes
2147483647,WOMEN,78,2,2.5641,no
239508434,OLD,100,4,4,no
2147483647,animals,93,12,12.9032,yes
2147483647,OLD,100,5,5,no
58567034,OLD,160,4,2.5,no
363724934,CHILD,90,15,16.6667,yes
1883981576,WOMEN,96,2,2.08333,no
2147483647,animals,92,36,39.1304,yes
185557807,animals,100,11,11,yes
246631807,animals,200,56,28,yes
2147483647,WOMEN,90,15,16.6667,yes
1701892903,OLD,99,3,3.0303,no
2147483647,CHILD,100,10,10,yes
367036345,animals,59,8,13.5593,yes
2147483647,animals,98,9,9.18367,no
2147483647,animals,32,1,3.125,no
2147483647,CHILD,89,9,10.1124,yes
152762225,animals,124,10,8.06452,no
40597084,WOMEN,83,3,3.61446,no
1466733697,WOMEN,91,8,8.79121,no
2147483647,OLD,29,3,10.3448,yes
2147483647,OLD,90,6,6.66667,no
1295724578,OLD,81,1,1.23457,no
2147483647,animals,100,5,5,no
787935949,WOMEN,99,14,14.1414,yes
558486897,OLD,87,4,4.5977,no
26391957,OLD,91,3,3.2967,no
67438990,OLD,80,10,12.5,yes
244167380,WOMEN,100,8,8,no
190586896,WOMEN,100,6,6,no
2147483647,animals,100,3,3,no
449314153,WOMEN,100,9,9,no
2147483647,animals,98,5,5.10204,no
259829544,WOMEN,83,16,19.2771,yes
545065365,WOMEN,100,24,24,yes
462592463,WOMEN,78,3,3.84615,no
1629912954,OLD,95,15,15.7895,yes
56094327,animals,100,7,7,no
92603118,WOMEN,99,4,4.0404,no
605889893,OLD,50,4,8,yes
2147483647,WOMEN,47,9,19.1489,yes
2147483647,CHILD,100,5,5,no
371347463,animals,100,5,5,no
2147483647,WOMEN,82,5,6.09756,no
32974435,OLD,92,2,2.17391,no
65648476,animals,194,32,16.4948,yes
2147483647,animals,49,2,4.08163,no
921452371,OLD,100,9,9,yes
116044523,HEALTH,95,10,10.5263,yes
21599392,animals,99,5,5.05051,no
2147483647,OLD,93,12,12.9032,yes
380147077,OLD,93,36,38.7097,yes
2147483647,OLD,96,21,21.875,yes
2147483647,WOMEN,96,12,12.5,yes
2147483647,OLD,49,3,6.12245,no
2147483647,WOMEN,99,7,7.07071,no
1614935605,HEALTH,99,20,20.202,yes
2147483647,animals,95,5,5.26316,no
450670734,OLD,96,11,11.4583,yes
229880724,HEALTH,100,8,8,yes
131477313,CHILD,47,2,4.25532,no
183269426,OLD,100,10,10,yes
2147483647,animals,100,2,2,no
1191848646,CHILD,96,4,4.16667,no
1119008556,WOMEN,99,2,2.0202,no
2147483647,OLD,100,2,2,no
45219849,OLD,51,7,13.7255,yes
2147483647,HEALTH,100,7,7,no
142618905,WOMEN,92,12,13.0435,yes
25351809,OLD,100,3,3,no
2147483647,WOMEN,175,20,11.4286,yes
2147483647,WOMEN,97,4,4.12371,no
1344022837,OLD,88,10,11.3636,yes
2147483647,animals,68,5,7.35294,no
535472056,WOMEN,86,10,11.6279,yes
2147483647,WOMEN,100,3,3,no
950586008,OLD,98,2,2.04082,no
727431404,OLD,97,6,6.18557,no
2147483647,animals,89,20,22.4719,yes
2147483647,OLD,98,4,4.08163,no
2147483647,WOMEN,200,12,6,no
2147483647,WOMEN,100,7,7,no
385077893,WOMEN,90,11,12.2222,yes
2147483647,OLD,98,16,16.3265,yes
1963226390,animals,90,8,8.88889,no
2147483647,WOMEN,192,6,3.125,no
2147483647,CHILD,98,13,13.2653,yes
2147483647,animals,67,3,4.47761,no
2147483647,WOMEN,200,24,12,yes
15741208,WOMEN,99,11,11.1111,yes
2147483647,WOMEN,38,5,13.1579,yes
62376624,WOMEN,100,9,9,no
2147483647,OLD,100,3,3,no
2147483647,animals,194,72,37.1134,yes
2147483647,OLD,81,1,1.23457,no
1245364664,OLD,100,19,19,yes
2147483647,OLD,100,6,6,no
2147483647,HEALTH,100,24,24,yes
403811461,OLD,99,7,7.07071,no
2147483647,OLD,99,6,6.06061,no
32987755,WOMEN,73,4,5.47945,no
243013148,animals,98,14,14.2857,yes
2147483647,WOMEN,100,9,9,no
2147483647,WOMEN,99,28,28.2828,yes
2147483647,OLD,91,5,5.49451,no
275567201,OLD,98,21,21.4286,yes
294032946,CHILD,81,5,6.17284,no
2147483647,WOMEN,86,6,6.97674,no
914369569,WOMEN,20,7,35,yes
381899826,WOMEN,83,1,1.20482,no
2147483647,WOMEN,83,10,12.0482,yes
240319214,OLD,98,11,11.2245,yes
132337425,OLD,198,30,15.1515,yes
103381433,OLD,92,20,21.7391,yes
2147483647,OLD,100,18,18,yes
276161711,OLD,100,3,3,no
517563789,OLD,58,4,6.89655,no
177271344,OLD,99,25,25.2525,yes
2147483647,OLD,98,33,33.6735,yes
21008119,OLD,100,2,2,no
2147483647,OLD,90,24,26.6667,yes
61307494,OLD,168,12,7.14286,no
2147483647,OLD,93,2,2.15054,no
2147483647,OLD,100,7,7,no
379166669,WOMEN,90,5,5.55556,no
544930627,animals,92,11,11.9565,yes
502473133,WOMEN,90,18,20,yes
2147483647,HEALTH,34,10,29.4118,yes
2147483647,WOMEN,100,7,7,no
1377950208,CHILD,84,8,9.52381,yes
868047524,WOMEN,100,3,3,no
175548955,WOMEN,95,2,2.10526,no
111710556,WOMEN,77,23,29.8701,yes
560028684,WOMEN,95,6,6.31579,no
495405991,WOMEN,98,5,5.10204,no
1037696144,OLD,96,8,8.33333,yes
23233674,animals,200,71,35.5,yes
19143837,HEALTH,100,2,2,no
610042031,OLD,97,11,11.3402,yes
2147483647,OLD,56,2,3.57143,no
2147483647,OLD,99,8,8.08081,yes
1883253186,HEALTH,100,16,16,yes
2147483647,animals,77,5,6.49351,no
2147483647,WOMEN,100,2,2,no
2147483647,WOMEN,100,4,4,no
55901410,WOMEN,81,2,2.46914,no
2147483647,OLD,300,33,11,yes
1677774180,animals,83,6,7.22892,no
22877067,animals,87,7,8.04598,no
830630166,WOMEN,98,13,13.2653,yes
995981844,WOMEN,194,28,14.433,yes
2147483647,OLD,20,1,5,no
49324978,WOMEN,94,15,15.9574,yes
233564090,CHILD,84,6,7.14286,no
23712924,HEALTH,73,5,6.84932,no
2147483647,WOMEN,99,1,1.0101,no
275341202,animals,182,46,25.2747,yes
1560971378,animals,200,10,5,no
1560971378,OLD,200,10,5,no
2147483647,OLD,100,10,10,yes
383643051,OLD,54,9,16.6667,yes
48866739,HEALTH,68,6,8.82353,yes
253257813,OLD,82,6,7.31707,no
21227440,OLD,99,2,2.0202,no
2147483647,animals,94,9,9.57447,yes
1660459812,animals,94,10,10.6383,yes
1278157387,OLD,93,7,7.52688,no
2147483647,animals,93,9,9.67742,yes
273623112,OLD,192,10,5.20833,no
1893286194,OLD,81,8,9.87654,yes
288509753,animals,88,7,7.95455,no
32207133,OLD,92,2,2.17391,no
186519719,WOMEN,77,4,5.19481,no
1665279385,WOMEN,100,17,17,yes
2147483647,animals,93,5,5.37634,no
224526457,HEALTH,96,11,11.4583,yes
633765050,animals,91,4,4.3956,no
33491221,animals,56,7,12.5,yes
770718018,animals,60,4,6.66667,no
1295728213,OLD,95,6,6.31579,no
243676285,HEALTH,97,6,6.18557,no
47623321,OLD,91,11,12.0879,yes
17972719,WOMEN,81,11,13.5802,yes
2147483647,OLD,87,9,10.3448,yes
20251375,WOMEN,83,10,12.0482,yes
2147483647,OLD,98,7,7.14286,no
2147483647,animals,75,5,6.66667,no
705498558,OLD,85,5,5.88235,no
2147483647,OLD,200,2,1,no
594655984,HEALTH,100,10,10,yes
520769306,OLD,100,11,11,yes
1563482935,WOMEN,99,18,18.1818,yes
46599898,WOMEN,99,3,3.0303,no
259331860,HEALTH,100,8,8,yes
1079510586,WOMEN,76,6,7.89474,no
23686229,animals,196,9,4.59184,no
23686229,WOMEN,196,9,4.59184,no
2147483647,HEALTH,100,4,4,no
96019689,OLD,67,2,2.98507,no
2147483647,OLD,95,17,17.8947,yes
2147483647,CHILD,89,7,7.86517,no
38477856,OLD,194,16,8.24742,yes
2147483647,CHILD,34,3,8.82353,no
2147483647,OLD,67,6,8.95522,yes
33706512,WOMEN,83,3,3.61446,no
2147483647,HEALTH,95,6,6.31579,no
2147483647,OLD,37,4,10.8108,yes
2147483647,WOMEN,91,9,9.89011,yes
